timestamp,city,ip,fqdn,site,upload,download
2018-02-03T07:01:08Z,Paris,80.239.222.75,ndt.iupui.mlab1.par03.measurement-lab.org,par03,11.1,73.81
2018-02-03T08:00:32Z,Chicago_IL,66.198.24.75,ndt.iupui.mlab1.ord03.measurement-lab.org,ord03,11.93,92.15
2018-02-03T08:01:10Z,Sydney,203.5.76.140,ndt.iupui.mlab1.syd01.measurement-lab.org,syd01,0,0
2018-02-03T09:00:33Z,Chicago_IL,66.198.24.75,ndt.iupui.mlab1.ord03.measurement-lab.org,ord03,11.93,92.52
2018-02-03T09:01:10Z,Winnipeg,184.105.55.75,ndt.iupui.mlab1.ywg01.measurement-lab.org,ywg01,0,0
2018-02-03T10:00:33Z,Chicago_IL,128.177.163.11,ndt.iupui.mlab1.ord05.measurement-lab.org,ord05,11.74,91.97
2018-02-03T10:01:11Z,Maputo,41.94.23.11,ndt.iupui.mlab1.mpm01.measurement-lab.org,mpm01,0,0
2018-02-03T11:00:33Z,Chicago_IL,173.205.3.203,ndt.iupui.mlab1.ord04.measurement-lab.org,ord04,11.9,90.72
2018-02-03T11:01:10Z,New York_NY,64.86.148.139,ndt.iupui.mlab1.lga03.measurement-lab.org,lga03,11.85,90.39
2018-02-03T12:00:33Z,Chicago_IL,128.177.163.11,ndt.iupui.mlab1.ord05.measurement-lab.org,ord05,11.35,91.84
2018-02-03T12:01:12Z,Milan,77.67.115.11,ndt.iupui.mlab1.mil03.measurement-lab.org,mil03,0,0
2018-02-03T13:00:33Z,Chicago_IL,173.205.3.203,ndt.iupui.mlab1.ord04.measurement-lab.org,ord04,11.89,90.93
2018-02-03T13:01:10Z,Miami_FL,173.205.3.139,ndt.iupui.mlab1.mia04.measurement-lab.org,mia04,7.62,85.22
2018-02-03T14:00:33Z,Chicago_IL,173.205.3.203,ndt.iupui.mlab1.ord04.measurement-lab.org,ord04,11.91,91.77
2018-02-03T14:01:06Z,Milan,80.239.222.11,ndt.iupui.mlab1.mil02.measurement-lab.org,mil02,4.1,72.2
2018-02-03T15:00:33Z,Chicago_IL,173.205.3.203,ndt.iupui.mlab1.ord04.measurement-lab.org,ord04,11.65,86.2
2018-02-03T15:01:07Z,Antananarivo,41.188.12.75,ndt.iupui.mlab1.tnr01.measurement-lab.org,tnr01,0,0
2018-02-03T16:00:33Z,Chicago_IL,38.65.210.203,ndt.iupui.mlab1.ord02.measurement-lab.org,ord02,9.1,91.92
2018-02-03T16:01:06Z,Paris,195.89.147.203,ndt.iupui.mlab1.par05.measurement-lab.org,par05,0,0
2018-02-03T17:00:33Z,Chicago_IL,173.205.3.203,ndt.iupui.mlab1.ord04.measurement-lab.org,ord04,11.91,15.48
2018-02-03T17:01:09Z,Tokyo,203.178.130.203,ndt.iupui.mlab1.hnd01.measurement-lab.org,hnd01,10.58,63.44
2018-02-03T18:00:32Z,Chicago_IL,4.71.251.147,ndt.iupui.mlab1.ord01.measurement-lab.org,ord01,11.88,91.47
2018-02-03T18:01:11Z,Lisbon,213.242.96.203,ndt.iupui.mlab1.lis01.measurement-lab.org,lis01,10.9,68.63
2018-02-03T19:00:33Z,Chicago_IL,38.65.210.203,ndt.iupui.mlab1.ord02.measurement-lab.org,ord02,11.92,91.76
2018-02-03T19:01:07Z,Frankfurt,62.67.198.203,ndt.iupui.mlab1.fra04.measurement-lab.org,fra04,11.28,76.87
2018-02-03T20:00:33Z,Chicago_IL,38.65.210.203,ndt.iupui.mlab1.ord02.measurement-lab.org,ord02,11.93,92.1
2018-02-03T20:01:06Z,Athens,193.201.166.139,ndt.iupui.mlab1.ath03.measurement-lab.org,ath03,0,0
2018-02-03T21:00:33Z,Chicago_IL,4.71.251.147,ndt.iupui.mlab1.ord01.measurement-lab.org,ord01,11.9,87.22
2018-02-03T21:01:06Z,Amsterdam,72.26.217.88,ndt.iupui.mlab2.ams02.measurement-lab.org,ams02,10.96,2.09
2018-02-03T22:00:32Z,Chicago_IL,38.65.210.203,ndt.iupui.mlab1.ord02.measurement-lab.org,ord02,11.92,87.76
2018-02-03T22:01:06Z,Dallas_TX,4.15.35.139,ndt.iupui.mlab1.dfw03.measurement-lab.org,dfw03,11.82,85.14
2018-02-03T23:00:33Z,Chicago_IL,4.71.251.147,ndt.iupui.mlab1.ord01.measurement-lab.org,ord01,11.9,30.49
2018-02-04T00:00:33Z,Chicago_IL,66.198.24.75,ndt.iupui.mlab1.ord03.measurement-lab.org,ord03,11.88,90.21
2018-02-04T00:01:06Z,Seattle_WA,4.71.157.139,ndt.iupui.mlab1.sea04.measurement-lab.org,sea04,11.47,63.71
2018-02-04T01:00:33Z,Chicago_IL,4.71.251.147,ndt.iupui.mlab1.ord01.measurement-lab.org,ord01,11.89,90.22
2018-02-04T01:01:11Z,Amsterdam,213.244.128.139,ndt.iupui.mlab1.ams01.measurement-lab.org,ams01,11.32,77.24
2018-02-04T02:00:32Z,Chicago_IL,66.198.24.75,ndt.iupui.mlab1.ord03.measurement-lab.org,ord03,11.91,90.42
2018-02-04T02:01:06Z,Seattle_WA,63.243.224.11,ndt.iupui.mlab1.sea02.measurement-lab.org,sea02,11.68,26.7
2018-02-04T03:00:33Z,Chicago_IL,4.71.251.147,ndt.iupui.mlab1.ord01.measurement-lab.org,ord01,11.99,90.64
2018-02-04T03:01:10Z,Calgary,65.49.72.203,ndt.iupui.mlab1.yyc02.measurement-lab.org,yyc02,0,0
2018-02-04T04:00:33Z,Chicago_IL,4.71.251.147,ndt.iupui.mlab1.ord01.measurement-lab.org,ord01,11.91,66.85
2018-02-04T04:01:06Z,Atlanta_GA,173.205.0.203,ndt.iupui.mlab1.atl04.measurement-lab.org,atl04,11.85,20.89
2018-02-04T05:00:33Z,Chicago_IL,173.205.3.203,ndt.iupui.mlab1.ord04.measurement-lab.org,ord04,11.91,51.48
2018-02-04T05:01:07Z,San Francisco Bay Area_CA,128.177.109.139,ndt.iupui.mlab1.nuq06.measurement-lab.org,nuq06,11.61,76.39
2018-02-04T06:00:32Z,Chicago_IL,66.198.24.75,ndt.iupui.mlab1.ord03.measurement-lab.org,ord03,11.92,92
2018-02-04T06:01:10Z,Denver_CO,184.105.23.75,ndt.iupui.mlab1.den01.measurement-lab.org,den01,11.63,90.63
2018-02-04T07:00:33Z,Chicago_IL,173.205.3.203,ndt.iupui.mlab1.ord04.measurement-lab.org,ord04,11.91,89.4
2018-02-04T07:01:11Z,Los Angeles_CA,63.243.240.75,ndt.iupui.mlab1.lax02.measurement-lab.org,lax02,11.57,87.49
2018-02-04T08:00:33Z,Chicago_IL,38.65.210.203,ndt.iupui.mlab1.ord02.measurement-lab.org,ord02,11.92,92.17
2018-02-04T08:01:10Z,Lisbon,213.242.96.203,ndt.iupui.mlab1.lis01.measurement-lab.org,lis01,11.02,67.19
2018-02-04T09:00:33Z,Chicago_IL,128.177.163.11,ndt.iupui.mlab1.ord05.measurement-lab.org,ord05,11.75,91.72
2018-02-04T09:01:07Z,Athens,193.201.166.139,ndt.iupui.mlab1.ath03.measurement-lab.org,ath03,0,0
2018-02-04T10:00:38Z,Chicago_IL,128.177.163.11,ndt.iupui.mlab1.ord05.measurement-lab.org,ord05,11.76,90.23
2018-02-04T10:01:17Z,London,195.89.146.11,ndt.iupui.mlab1.lhr04.measurement-lab.org,lhr04,11.26,78.06
2018-02-04T11:00:33Z,Chicago_IL,38.65.210.203,ndt.iupui.mlab1.ord02.measurement-lab.org,ord02,4.31,92.13
2018-02-04T11:01:11Z,Dallas_TX,63.251.44.203,ndt.iupui.mlab1.dfw06.measurement-lab.org,dfw06,1.95,71.46
2018-02-04T12:00:33Z,Chicago_IL,173.205.3.203,ndt.iupui.mlab1.ord04.measurement-lab.org,ord04,5.14,91.22
2018-02-04T12:01:08Z,London,80.239.170.203,ndt.iupui.mlab1.lhr02.measurement-lab.org,lhr02,1.94,78.35
2018-02-04T13:00:33Z,Chicago_IL,128.177.163.11,ndt.iupui.mlab1.ord05.measurement-lab.org,ord05,4.85,88.86
2018-02-04T13:01:12Z,Miami_FL,173.205.3.139,ndt.iupui.mlab1.mia04.measurement-lab.org,mia04,2.14,83.73
2018-02-04T14:00:33Z,Chicago_IL,38.65.210.203,ndt.iupui.mlab1.ord02.measurement-lab.org,ord02,5.25,91.76
2018-02-04T14:01:06Z,Hamburg,80.239.142.203,ndt.iupui.mlab1.ham01.measurement-lab.org,ham01,1.25,83.03
2018-02-04T15:00:33Z,Chicago_IL,66.198.24.75,ndt.iupui.mlab1.ord03.measurement-lab.org,ord03,4.89,91.72
2018-02-04T15:01:06Z,Dallas_TX,63.251.44.203,ndt.iupui.mlab1.dfw06.measurement-lab.org,dfw06,1.87,84.19
2018-02-04T16:00:33Z,Chicago_IL,66.198.24.75,ndt.iupui.mlab1.ord03.measurement-lab.org,ord03,11.71,91.41
2018-02-04T16:01:11Z,Winnipeg,184.105.55.75,ndt.iupui.mlab1.ywg01.measurement-lab.org,ywg01,0,0
2018-02-04T17:00:33Z,Chicago_IL,4.71.251.147,ndt.iupui.mlab1.ord01.measurement-lab.org,ord01,11.9,90.73
2018-02-04T17:01:10Z,Antananarivo,41.188.12.75,ndt.iupui.mlab1.tnr01.measurement-lab.org,tnr01,0,0
2018-02-04T18:00:33Z,Chicago_IL,128.177.163.11,ndt.iupui.mlab1.ord05.measurement-lab.org,ord05,11.76,91.3
2018-02-04T18:01:07Z,Moncton,209.51.169.139,ndt.iupui.mlab1.yqm01.measurement-lab.org,yqm01,0,0
2018-02-04T19:00:34Z,Chicago_IL,128.177.163.11,ndt.iupui.mlab1.ord05.measurement-lab.org,ord05,4.78,90.47
2018-02-04T20:00:33Z,Chicago_IL,4.71.251.147,ndt.iupui.mlab1.ord01.measurement-lab.org,ord01,4.49,91.33
2018-02-04T21:00:33Z,Chicago_IL,4.71.251.147,ndt.iupui.mlab1.ord01.measurement-lab.org,ord01,3.72,88.82
2018-02-04T21:01:10Z,Atlanta_GA,173.205.0.203,ndt.iupui.mlab1.atl04.measurement-lab.org,atl04,2.69,2.24
2018-02-04T22:00:33Z,Chicago_IL,173.205.3.203,ndt.iupui.mlab1.ord04.measurement-lab.org,ord04,4.82,44.84
2018-02-04T22:01:11Z,Stockholm,195.89.146.203,ndt.iupui.mlab1.arn02.measurement-lab.org,arn02,0,0
2018-02-04T23:00:33Z,Chicago_IL,4.71.251.147,ndt.iupui.mlab1.ord01.measurement-lab.org,ord01,5.4,89.68
2018-02-04T23:01:10Z,Atlanta_GA,70.42.177.75,ndt.iupui.mlab1.atl06.measurement-lab.org,atl06,2.3,88.4
2018-02-05T00:00:33Z,Chicago_IL,173.205.3.203,ndt.iupui.mlab1.ord04.measurement-lab.org,ord04,5.75,17.12
2018-02-05T00:01:08Z,Dublin,193.1.12.203,ndt.iupui.mlab1.dub01.measurement-lab.org,dub01,0,0
2018-02-05T01:00:34Z,Chicago_IL,128.177.163.11,ndt.iupui.mlab1.ord05.measurement-lab.org,ord05,1.45,84.65
2018-02-05T01:01:15Z,Dallas_TX,208.177.76.75,ndt.iupui.mlab1.dfw04.measurement-lab.org,dfw04,1.86,1.31
2018-02-05T02:00:33Z,Chicago_IL,128.177.163.11,ndt.iupui.mlab1.ord05.measurement-lab.org,ord05,3.48,81.28
2018-02-05T02:01:17Z,Sydney,203.5.76.140,ndt.iupui.mlab1.syd01.measurement-lab.org,syd01,0,0
2018-02-05T03:00:33Z,Chicago_IL,38.65.210.203,ndt.iupui.mlab1.ord02.measurement-lab.org,ord02,11.92,88.05
2018-02-05T04:00:32Z,Chicago_IL,4.71.251.147,ndt.iupui.mlab1.ord01.measurement-lab.org,ord01,5.22,86.9
2018-02-05T04:01:11Z,Chicago_IL,4.71.251.147,ndt.iupui.mlab1.ord01.measurement-lab.org,ord01,4.97,89.55
2018-02-05T05:00:33Z,Chicago_IL,128.177.163.11,ndt.iupui.mlab1.ord05.measurement-lab.org,ord05,5.31,91.58
2018-02-05T05:01:08Z,Madrid,80.239.229.139,ndt.iupui.mlab1.mad03.measurement-lab.org,mad03,0,0
2018-02-05T06:00:33Z,Chicago_IL,66.198.24.75,ndt.iupui.mlab1.ord03.measurement-lab.org,ord03,5.45,91.98
2018-02-05T06:01:06Z,Dublin,193.1.12.203,ndt.iupui.mlab1.dub01.measurement-lab.org,dub01,0,0
2018-02-05T07:00:33Z,Chicago_IL,38.65.210.203,ndt.iupui.mlab1.ord02.measurement-lab.org,ord02,5.39,88.28
2018-02-05T07:01:11Z,Washington_DC,66.198.10.139,ndt.iupui.mlab1.iad03.measurement-lab.org,iad03,4.38,61.83
2018-02-05T08:00:33Z,Chicago_IL,38.65.210.203,ndt.iupui.mlab1.ord02.measurement-lab.org,ord02,5.23,92.36
2018-02-05T08:01:10Z,Vancouver,184.105.70.203,ndt.iupui.mlab1.yvr01.measurement-lab.org,yvr01,1.81,78.05
2018-02-05T09:00:33Z,Chicago_IL,128.177.163.11,ndt.iupui.mlab1.ord05.measurement-lab.org,ord05,6.33,90.94
2018-02-05T09:01:07Z,Atlanta_GA,4.71.254.147,ndt.iupui.mlab1.atl01.measurement-lab.org,atl01,3.11,90.78
2018-02-05T10:00:33Z,Chicago_IL,173.205.3.203,ndt.iupui.mlab1.ord04.measurement-lab.org,ord04,0,0
2018-02-05T10:01:06Z,Singapore,180.87.97.75,ndt.iupui.mlab1.sin01.measurement-lab.org,sin01,0,0
2018-02-05T11:00:33Z,Chicago_IL,173.205.3.203,ndt.iupui.mlab1.ord04.measurement-lab.org,ord04,5.28,32.57
2018-02-05T11:01:11Z,Stockholm,195.89.146.203,ndt.iupui.mlab1.arn02.measurement-lab.org,arn02,0.891,69.08
2018-02-05T12:00:33Z,Chicago_IL,173.205.3.203,ndt.iupui.mlab1.ord04.measurement-lab.org,ord04,4.39,89.14
2018-02-05T12:01:11Z,Brussels,195.89.146.139,ndt.iupui.mlab1.bru01.measurement-lab.org,bru01,0,0
2018-02-05T13:00:33Z,Chicago_IL,66.198.24.75,ndt.iupui.mlab1.ord03.measurement-lab.org,ord03,5.18,91.95
2018-02-05T13:01:11Z,Amsterdam,195.89.145.11,ndt.iupui.mlab1.ams05.measurement-lab.org,ams05,1.18,76.36
2018-02-05T14:00:33Z,Chicago_IL,173.205.3.203,ndt.iupui.mlab1.ord04.measurement-lab.org,ord04,5.02,91.43
2018-02-05T14:01:06Z,Madrid,77.67.115.75,ndt.iupui.mlab1.mad04.measurement-lab.org,mad04,0,0
2018-02-05T15:00:33Z,Chicago_IL,38.65.210.203,ndt.iupui.mlab1.ord02.measurement-lab.org,ord02,4.68,86.66
2018-02-05T15:01:12Z,Amsterdam,80.239.169.11,ndt.iupui.mlab1.ams03.measurement-lab.org,ams03,0,0
2018-02-05T16:00:33Z,Chicago_IL,38.65.210.203,ndt.iupui.mlab1.ord02.measurement-lab.org,ord02,4.06,89.46
2018-02-05T16:01:06Z,Prague,77.67.114.139,ndt.iupui.mlab1.prg04.measurement-lab.org,prg04,1.09,67.86
2018-02-05T17:00:33Z,Chicago_IL,4.71.251.147,ndt.iupui.mlab1.ord01.measurement-lab.org,ord01,4.99,31.89
2018-02-05T17:01:06Z,Stockholm,62.115.225.139,ndt.iupui.mlab1.arn04.measurement-lab.org,arn04,1.11,68.49
2018-02-05T18:00:33Z,Chicago_IL,38.65.210.203,ndt.iupui.mlab1.ord02.measurement-lab.org,ord02,5.57,91.51
2018-02-05T18:01:06Z,Los Angeles_CA,173.205.3.88,ndt.iupui.mlab2.lax03.measurement-lab.org,lax03,0,0
2018-02-05T19:00:32Z,Chicago_IL,128.177.163.11,ndt.iupui.mlab1.ord05.measurement-lab.org,ord05,4.87,90.67
2018-02-05T19:01:09Z,Miami_FL,128.177.109.11,ndt.iupui.mlab1.mia05.measurement-lab.org,mia05,2.05,83.81
2018-02-05T20:00:33Z,Chicago_IL,4.71.251.147,ndt.iupui.mlab1.ord01.measurement-lab.org,ord01,4.41,91.8
2018-02-05T20:01:10Z,Miami_FL,173.205.3.139,ndt.iupui.mlab1.mia04.measurement-lab.org,mia04,2.51,82.21
2018-02-05T21:00:33Z,Chicago_IL,38.65.210.203,ndt.iupui.mlab1.ord02.measurement-lab.org,ord02,5.21,91.99
2018-02-05T21:01:11Z,Prague,77.67.114.139,ndt.iupui.mlab1.prg04.measurement-lab.org,prg04,0,0
2018-02-05T22:00:33Z,Chicago_IL,128.177.163.11,ndt.iupui.mlab1.ord05.measurement-lab.org,ord05,5.87,91.61
2018-02-05T22:01:09Z,Nairobi,197.136.0.75,ndt.iupui.mlab1.nbo01.measurement-lab.org,nbo01,0,0
2018-02-05T23:00:33Z,Chicago_IL,66.198.24.75,ndt.iupui.mlab1.ord03.measurement-lab.org,ord03,5.09,91.84
2018-02-06T00:00:38Z,Chicago_IL,66.198.24.75,ndt.iupui.mlab1.ord03.measurement-lab.org,ord03,3.98,41.06
2018-02-06T00:01:17Z,New York_NY,173.205.4.75,ndt.iupui.mlab1.lga04.measurement-lab.org,lga04,2.75,2.49
2018-02-06T01:00:33Z,Chicago_IL,128.177.163.11,ndt.iupui.mlab1.ord05.measurement-lab.org,ord05,11.76,88.49
2018-02-06T01:01:08Z,Atlanta_GA,4.71.254.147,ndt.iupui.mlab1.atl01.measurement-lab.org,atl01,11.85,89.9
2018-02-06T02:00:33Z,Chicago_IL,66.198.24.75,ndt.iupui.mlab1.ord03.measurement-lab.org,ord03,11.89,84.08
2018-02-06T02:01:15Z,Amsterdam,72.26.217.88,ndt.iupui.mlab2.ams02.measurement-lab.org,ams02,10.89,81.7
2018-02-06T03:00:33Z,Chicago_IL,173.205.3.203,ndt.iupui.mlab1.ord04.measurement-lab.org,ord04,11.84,78.74
2018-02-06T03:01:11Z,Atlanta_GA,4.71.254.147,ndt.iupui.mlab1.atl01.measurement-lab.org,atl01,11.83,82.25
2018-02-06T04:00:32Z,Chicago_IL,38.65.210.203,ndt.iupui.mlab1.ord02.measurement-lab.org,ord02,11.83,85.82
2018-02-06T04:01:06Z,London,195.89.146.11,ndt.iupui.mlab1.lhr04.measurement-lab.org,lhr04,11.27,70.75
2018-02-06T05:00:33Z,Chicago_IL,4.71.251.147,ndt.iupui.mlab1.ord01.measurement-lab.org,ord01,11.92,91.32
2018-02-06T05:01:06Z,Lagos,196.216.149.88,ndt.iupui.mlab2.los01.measurement-lab.org,los01,0,3.88
2018-02-06T06:00:33Z,Chicago_IL,4.71.251.147,ndt.iupui.mlab1.ord01.measurement-lab.org,ord01,11.92,92.24
2018-02-06T06:01:06Z,Chicago_IL,173.205.3.203,ndt.iupui.mlab1.ord04.measurement-lab.org,ord04,0,0
2018-02-06T07:00:33Z,Chicago_IL,38.65.210.203,ndt.iupui.mlab1.ord02.measurement-lab.org,ord02,5.89,92.4
2018-02-06T07:01:06Z,Denver_CO,184.105.23.75,ndt.iupui.mlab1.den01.measurement-lab.org,den01,3.13,90.03
2018-02-06T08:00:33Z,Chicago_IL,66.198.24.75,ndt.iupui.mlab1.ord03.measurement-lab.org,ord03,4.68,92.39
2018-02-06T08:01:06Z,Paris,195.89.147.203,ndt.iupui.mlab1.par05.measurement-lab.org,par05,0,0
2018-02-06T09:00:33Z,Chicago_IL,38.65.210.203,ndt.iupui.mlab1.ord02.measurement-lab.org,ord02,4.84,92.22
